Time stamp,Acceleration,Direction(vector form),High speed alert!,Direction Aler!
2024-05-15T03:49:51.388Z,0.28,-0.17i -0.14j 0.17k,No Alert,No Alert
2024-05-15T03:49:52.387Z,1.26,-0.11i -1.18j -0.43k,No Alert,No Alert
2024-05-15T03:49:53.387Z,2.33,0.17i -1.90j -1.34k,No Alert,No Alert
2024-05-15T03:49:54.387Z,3.38,1.04i -2.46j -2.06k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:49:55.387Z,2.71,1.01i -1.84j -1.71k,No Alert,No Alert
2024-05-15T03:49:56.388Z,2.3,1.34i -1.37j -1.27k,No Alert,No Alert
2024-05-15T03:49:57.387Z,1.98,1.40i -1.07j -0.90k,No Alert,No Alert
2024-05-15T03:49:58.389Z,2.34,2.10i -0.97j -0.36k,No Alert,No Alert
2024-05-15T03:49:59.388Z,1.95,1.66i -0.98j -0.29k,No Alert,No Alert
2024-05-15T03:50:00.388Z,1.43,1.23i -0.72j 0.05k,No Alert,No Alert
2024-05-15T03:50:01.388Z,0.98,0.88i -0.41j 0.13k,No Alert,No Alert
2024-05-15T03:50:02.387Z,0.84,0.80i -0.12j 0.22k,No Alert,No Alert
2024-05-15T03:50:03.388Z,0.91,0.87i -0.22j 0.17k,No Alert,No Alert
2024-05-15T03:50:04.388Z,1.68,1.67i -0.16j -0.09k,No Alert,No Alert
2024-05-15T03:50:05.388Z,1.41,1.38i -0.20j 0.21k,No Alert,No Alert
2024-05-15T03:50:06.388Z,0.88,0.81i -0.21j 0.28k,No Alert,No Alert
2024-05-15T03:50:07.388Z,0.9,0.75i 0.02j 0.50k,No Alert,No Alert
2024-05-15T03:50:08.389Z,0.49,0.41i 0.05j 0.26k,No Alert,No Alert
2024-05-15T03:50:09.390Z,0.71,0.42i -0.04j -0.57k,No Alert,No Alert
2024-05-15T03:50:10.388Z,0.83,0.34i -0.05j -0.75k,No Alert,No Alert
2024-05-15T03:50:11.389Z,0.8,0.56i -0.23j -0.52k,No Alert,No Alert
2024-05-15T03:50:12.389Z,0.8,0.41i -0.22j -0.64k,No Alert,No Alert
2024-05-15T03:50:13.388Z,0.82,0.31i -0.19j -0.74k,No Alert,No Alert
2024-05-15T03:50:14.388Z,0.86,0.23i -0.16j -0.81k,No Alert,No Alert
2024-05-15T03:50:15.388Z,0.89,0.17i -0.15j -0.86k,No Alert,No Alert
2024-05-15T03:50:16.389Z,0.91,0.13i -0.13j -0.89k,No Alert,No Alert
2024-05-15T03:50:17.388Z,0.93,0.10i -0.12j -0.92k,No Alert,No Alert
2024-05-15T03:50:18.388Z,0.95,0.08i -0.12j -0.94k,No Alert,No Alert
2024-05-15T03:50:19.388Z,0.96,0.06i -0.11j -0.95k,No Alert,No Alert
2024-05-15T03:50:20.388Z,0.97,0.05i -0.11j -0.97k,No Alert,No Alert
2024-05-15T03:50:21.388Z,0.98,0.04i -0.10j -0.97k,No Alert,No Alert
2024-05-15T03:50:22.389Z,0.98,0.03i -0.10j -0.98k,No Alert,No Alert
2024-05-15T03:50:23.389Z,0.99,0.03i -0.10j -0.98k,No Alert,No Alert
2024-05-15T03:50:24.387Z,0.99,0.03i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:50:25.388Z,0.99,0.02i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:50:26.388Z,0.99,0.02i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:50:27.388Z,1,0.02i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:50:28.391Z,1,0.02i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:50:29.389Z,1,0.02i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:50:30.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:31.388Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:32.388Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:33.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:34.388Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:35.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:36.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:37.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:38.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:39.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:40.392Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:41.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:42.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:43.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:44.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:45.389Z,1,0.02i -0.11j -0.99k,No Alert,No Alert
2024-05-15T03:50:46.388Z,1,0.02i -0.12j -0.99k,No Alert,No Alert
2024-05-15T03:50:47.390Z,1,0.02i -0.13j -0.99k,No Alert,No Alert
2024-05-15T03:50:48.390Z,1,0.01i -0.14j -0.99k,No Alert,No Alert
2024-05-15T03:50:49.389Z,0.81,0.11i 0.21j -0.77k,No Alert,No Alert
2024-05-15T03:50:50.389Z,0.35,0.35i 0.02j -0.02k,No Alert,No Alert
2024-05-15T03:50:51.389Z,0.13,0.09i 0.04j -0.08k,No Alert,No Alert
2024-05-15T03:50:52.390Z,0.44,0.11i -0.42j 0.09k,No Alert,No Alert
2024-05-15T03:50:53.389Z,0.4,0.25i -0.31j 0.03k,No Alert,No Alert
2024-05-15T03:50:54.389Z,1.41,0.92i -0.64j 0.85k,No Alert,No Alert
2024-05-15T03:50:55.389Z,1.33,1.16i -0.28j 0.59k,No Alert,No Alert
2024-05-15T03:50:56.389Z,2.06,1.93i -0.63j 0.33k,No Alert,No Alert
2024-05-15T03:50:57.389Z,2.89,2.49i -0.98j 1.11k,No Alert,No Alert
2024-05-15T03:50:58.391Z,2.99,2.89i -0.68j 0.29k,No Alert,No Alert
2024-05-15T03:50:59.389Z,3.28,3.19i -0.73j -0.11k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:51:00.391Z,2.53,2.50i -0.02j -0.33k,No Alert,No Alert
2024-05-15T03:51:01.389Z,2.4,2.33i -0.30j -0.48k,No Alert,No Alert
2024-05-15T03:51:02.389Z,2.79,2.78i -0.17j 0.18k,No Alert,No Alert
2024-05-15T03:51:03.389Z,2.09,2.08i -0.19j -0.10k,No Alert,No Alert
2024-05-15T03:51:04.389Z,1.55,1.55i 0.05j -0.12k,No Alert,No Alert
2024-05-15T03:51:05.389Z,1.65,1.55i 0.51j 0.29k,No Alert,No Alert
2024-05-15T03:51:06.389Z,2.23,2.21i 0.01j -0.31k,No Alert,No Alert
2024-05-15T03:51:07.390Z,2.69,2.68i 0.04j 0.30k,No Alert,No Alert
2024-05-15T03:51:08.389Z,2.02,2.01i 0.14j 0.05k,No Alert,No Alert
2024-05-15T03:51:09.389Z,1.74,1.62i 0.19j -0.59k,No Alert,No Alert
2024-05-15T03:51:10.389Z,1.47,1.30i 0.15j -0.67k,No Alert,No Alert
2024-05-15T03:51:11.390Z,1.29,1.04i 0.11j -0.74k,No Alert,No Alert
2024-05-15T03:51:12.390Z,1.17,0.86i 0.08j -0.79k,No Alert,No Alert
2024-05-15T03:51:13.390Z,1.11,0.73i 0.05j -0.83k,No Alert,No Alert
2024-05-15T03:51:14.389Z,1.07,0.63i 0.04j -0.86k,No Alert,No Alert
2024-05-15T03:51:15.392Z,0.82,0.46i 0.30j -0.60k,No Alert,No Alert
2024-05-15T03:51:16.389Z,0.87,0.42i 0.42j -0.64k,No Alert,No Alert
2024-05-15T03:51:17.390Z,0.91,0.36i 0.57j -0.62k,No Alert,No Alert
2024-05-15T03:51:18.389Z,0.71,0.20i 0.41j -0.55k,No Alert,No Alert
2024-05-15T03:51:19.389Z,0.71,0.21i 0.32j -0.60k,No Alert,No Alert
2024-05-15T03:51:20.389Z,0.87,0.18i 0.38j -0.76k,No Alert,No Alert
2024-05-15T03:51:21.390Z,0.89,0.15i 0.31j -0.82k,No Alert,No Alert
2024-05-15T03:51:22.389Z,0.91,0.13i 0.26j -0.87k,No Alert,No Alert
2024-05-15T03:51:23.378Z,0.93,0.12i 0.23j -0.90k,No Alert,No Alert
2024-05-15T03:51:24.377Z,0.95,0.10i 0.20j -0.92k,No Alert,No Alert
2024-05-15T03:51:25.377Z,0.96,0.09i 0.18j -0.94k,No Alert,No Alert
2024-05-15T03:51:26.377Z,0.97,0.09i 0.16j -0.95k,No Alert,No Alert
2024-05-15T03:51:27.377Z,0.98,0.08i 0.15j -0.96k,No Alert,No Alert
2024-05-15T03:51:28.379Z,0.98,0.08i 0.14j -0.97k,No Alert,No Alert
2024-05-15T03:51:29.376Z,0.99,0.08i 0.13j -0.98k,No Alert,No Alert
2024-05-15T03:51:30.375Z,0.99,0.07i 0.13j -0.98k,No Alert,No Alert
2024-05-15T03:51:31.376Z,0.99,0.07i 0.12j -0.98k,No Alert,No Alert
2024-05-15T03:51:32.377Z,0.99,0.07i 0.12j -0.98k,No Alert,No Alert
2024-05-15T03:51:33.377Z,1,0.07i 0.12j -0.99k,No Alert,No Alert
2024-05-15T03:51:34.377Z,1,0.07i 0.11j -0.99k,No Alert,No Alert
2024-05-15T03:51:35.377Z,1,0.07i 0.11j -0.99k,No Alert,No Alert
2024-05-15T03:51:36.376Z,1,0.07i 0.11j -0.99k,No Alert,No Alert
2024-05-15T03:51:37.377Z,1,0.07i 0.11j -0.99k,No Alert,No Alert
2024-05-15T03:51:38.376Z,1,0.07i 0.11j -0.99k,No Alert,No Alert
2024-05-15T03:51:39.376Z,1,0.07i 0.11j -0.99k,No Alert,No Alert
2024-05-15T03:51:40.377Z,1,0.07i 0.11j -0.99k,No Alert,No Alert
2024-05-15T03:51:41.377Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:42.377Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:43.377Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:44.378Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:45.377Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:46.377Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:47.378Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:48.377Z,1,0.06i 0.10j -0.99k,No Alert,No Alert
2024-05-15T03:51:49.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:50.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:51.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:52.378Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:53.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:54.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:55.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:56.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:57.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:58.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:51:59.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:00.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:01.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:02.379Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:03.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:04.379Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:05.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:06.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:07.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:08.378Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:09.378Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:10.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:11.378Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:12.378Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:13.377Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:14.378Z,1,0.06i 0.09j -0.99k,No Alert,No Alert
2024-05-15T03:52:15.379Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:16.378Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:17.380Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:18.381Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:19.379Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:20.380Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:21.379Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:22.389Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:23.392Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:24.416Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:25.391Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:26.403Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:27.402Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:28.401Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:29.402Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:30.391Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:31.402Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:32.402Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:33.391Z,1,0.06i 0.08j -0.99k,No Alert,No Alert
2024-05-15T03:52:34.664Z,1.02,0.06i 0.05j -1.01k,No Alert,No Alert
2024-05-15T03:52:35.395Z,1.01,0.06i 0.06j -1.01k,No Alert,No Alert
2024-05-15T03:52:36.389Z,1.01,0.06i 0.07j -1.01k,No Alert,No Alert
2024-05-15T03:52:37.390Z,1.02,0.05i 0.05j -1.01k,No Alert,No Alert
2024-05-15T03:52:38.392Z,0.98,0.05i -0.08j -0.98k,No Alert,No Alert
2024-05-15T03:52:39.392Z,0.98,0.05i -0.06j -0.98k,No Alert,No Alert
2024-05-15T03:52:40.392Z,0.96,0.04i -0.11j -0.95k,No Alert,No Alert
2024-05-15T03:52:41.392Z,0.98,0.04i -0.11j -0.97k,No Alert,No Alert
2024-05-15T03:52:42.393Z,0.98,0.04i -0.15j -0.97k,No Alert,No Alert
2024-05-15T03:52:43.392Z,1.03,0.04i -0.12j -1.02k,No Alert,No Alert
2024-05-15T03:52:44.392Z,1.02,0.04i -0.12j -1.01k,No Alert,No Alert
2024-05-15T03:52:45.392Z,1.01,0.04i -0.11j -1.01k,No Alert,No Alert
2024-05-15T03:52:46.392Z,1.01,0.04i -0.11j -1.00k,No Alert,No Alert
2024-05-15T03:52:47.392Z,1.01,0.04i -0.11j -1.00k,No Alert,No Alert
2024-05-15T03:52:48.392Z,1,0.04i -0.10j -1.00k,No Alert,No Alert
2024-05-15T03:52:49.393Z,1,0.04i -0.10j -1.00k,No Alert,No Alert
2024-05-15T03:52:50.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:51.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:52.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:53.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:54.391Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:55.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:56.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:57.391Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:58.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:52:59.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:00.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:01.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:02.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:03.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:04.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:05.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:06.396Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:07.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:08.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:09.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:10.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:11.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:12.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:13.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:14.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:15.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:16.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:17.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:18.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:19.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:20.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:21.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:22.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:23.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:24.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:25.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:26.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:27.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:28.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:29.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:30.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:31.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:32.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:33.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:34.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:35.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:36.395Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:37.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:38.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:39.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:40.393Z,0.99,0.05i -0.09j -0.99k,No Alert,No Alert
2024-05-15T03:53:41.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:42.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:43.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:44.395Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:45.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:46.393Z,0.99,0.04i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:47.392Z,1,0.04i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:48.394Z,1,0.04i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:49.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:50.392Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:51.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:52.395Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:53.395Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:54.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:55.394Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:56.393Z,1,0.05i -0.10j -0.99k,No Alert,No Alert
2024-05-15T03:53:57.394Z,1.05,0.04i 0.01j -1.05k,No Alert,No Alert
2024-05-15T03:53:58.395Z,1.04,0.04i -0.02j -1.03k,No Alert,No Alert
2024-05-15T03:53:59.394Z,0.73,0.03i 0.52j -0.51k,No Alert,No Alert
2024-05-15T03:54:00.394Z,0.99,0.09i 0.98j 0.05k,No Alert,No Alert
2024-05-15T03:54:01.395Z,0.82,0.33i 0.75j 0.05k,No Alert,No Alert
2024-05-15T03:54:02.394Z,0.52,0.26i 0.45j 0.01k,No Alert,No Alert
2024-05-15T03:54:03.394Z,0.35,0.19i 0.29j -0.03k,No Alert,No Alert
2024-05-15T03:54:04.394Z,0.31,0.15i 0.24j -0.13k,No Alert,No Alert
2024-05-15T03:54:05.394Z,0.75,0.58i 0.46j 0.08k,No Alert,No Alert
2024-05-15T03:54:06.395Z,0.85,0.60i 0.59j 0.13k,No Alert,No Alert
2024-05-15T03:54:07.394Z,0.92,0.59i 0.69j 0.16k,No Alert,No Alert
2024-05-15T03:54:08.394Z,0.92,0.70i 0.59j 0.15k,No Alert,No Alert
2024-05-15T03:54:09.394Z,0.87,0.67i 0.49j 0.24k,No Alert,No Alert
2024-05-15T03:54:10.394Z,0.73,0.66i 0.01j 0.31k,No Alert,No Alert
2024-05-15T03:54:11.395Z,0.8,0.79i -0.01j 0.09k,No Alert,No Alert
2024-05-15T03:54:12.394Z,0.87,0.87i -0.00j -0.05k,No Alert,No Alert
2024-05-15T03:54:13.394Z,1.4,1.36i 0.14j 0.27k,No Alert,No Alert
2024-05-15T03:54:14.394Z,1.97,1.89i 0.20j 0.54k,No Alert,No Alert
2024-05-15T03:54:15.394Z,2.27,2.16i 0.25j 0.66k,No Alert,No Alert
2024-05-15T03:54:16.394Z,1.75,1.64i 0.14j 0.59k,No Alert,No Alert
2024-05-15T03:54:19.393Z,1.27,1.09i 0.08j 0.66k,No Alert,No Alert
2024-05-15T03:54:20.394Z,1.19,1.05i 0.00j 0.55k,No Alert,No Alert
2024-05-15T03:54:18.394Z,1.38,1.21i 0.10j 0.65k,No Alert,No Alert
2024-05-15T03:54:17.394Z,1.52,1.38i 0.12j 0.64k,No Alert,No Alert
2024-05-15T03:54:21.394Z,1.35,1.18i -0.10j 0.64k,No Alert,No Alert
2024-05-15T03:54:22.393Z,1.09,0.98i -0.08j 0.47k,No Alert,No Alert
2024-05-15T03:54:23.396Z,0.94,0.84i -0.14j 0.41k,No Alert,No Alert
2024-05-15T03:54:24.394Z,0.96,0.87i -0.22j 0.35k,No Alert,No Alert
2024-05-15T03:54:25.394Z,0.95,0.82i -0.15j 0.45k,No Alert,No Alert
2024-05-15T03:54:26.393Z,0.96,0.80i -0.10j 0.52k,No Alert,No Alert
2024-05-15T03:54:27.393Z,0.97,0.78i -0.07j 0.57k,No Alert,No Alert
2024-05-15T03:54:28.394Z,0.98,0.76i -0.04j 0.61k,No Alert,No Alert
2024-05-15T03:54:29.394Z,0.99,0.75i -0.02j 0.64k,No Alert,No Alert
2024-05-15T03:54:30.394Z,0.99,0.74i -0.01j 0.66k,No Alert,No Alert
2024-05-15T03:54:31.394Z,1,0.73i 0.00j 0.68k,No Alert,No Alert
2024-05-15T03:54:32.394Z,1,0.73i 0.01j 0.69k,No Alert,No Alert
2024-05-15T03:54:33.394Z,1,0.73i 0.02j 0.70k,No Alert,No Alert
2024-05-15T03:54:34.394Z,1.01,0.72i 0.02j 0.70k,No Alert,No Alert
2024-05-15T03:54:35.394Z,1.01,0.72i 0.02j 0.71k,No Alert,No Alert
2024-05-15T03:54:36.393Z,1.01,0.72i 0.03j 0.71k,No Alert,No Alert
2024-05-15T03:54:37.394Z,1.01,0.72i 0.03j 0.71k,No Alert,No Alert
2024-05-15T03:54:38.394Z,1.01,0.72i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:39.394Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:40.394Z,1.01,0.71i 0.04j 0.72k,No Alert,No Alert
2024-05-15T03:54:41.394Z,1.01,0.71i 0.04j 0.72k,No Alert,No Alert
2024-05-15T03:54:42.396Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:43.392Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:44.395Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:45.394Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:46.394Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:47.393Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:48.393Z,1.01,0.71i 0.03j 0.72k,No Alert,No Alert
2024-05-15T03:54:49.394Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:50.393Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:51.394Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:52.393Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:53.393Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:54.393Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:55.394Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:56.393Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:57.395Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:58.394Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:54:59.394Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
